timestamp,airspeed_mps,wind_combined_mps,wind1_mps,wind2_mps,pot1,pot2,steer_x_deg,steer_y_deg
2026-07-11 04:37:47.691,0.4,0.0,0.0,0.0,0,2665,7.91,-12.60
2026-07-11 04:37:48.190,0.4,0.0,0.0,0.0,0,2665,7.91,-12.60
2026-07-11 04:37:48.689,0.4,0.0,0.0,0.0,0,2664,7.91,-12.58
2026-07-11 04:37:49.188,0.4,0.0,0.0,0.0,0,2665,7.91,-12.60
2026-07-11 04:37:49.688,0.4,0.0,0.0,0.0,0,2664,7.91,-12.58
2026-07-11 04:37:50.172,0.4,0.0,0.0,0.0,0,2153,7.91,-5.10
2026-07-11 04:37:50.685,0.4,0.0,0.0,0.0,0,2665,7.91,-12.60
2026-07-11 04:37:51.203,0.4,0.0,0.0,0.0,0,2665,7.91,-12.60
2026-07-11 04:37:51.691,0.4,0.0,0.0,0.0,0,2666,7.91,-12.61
2026-07-11 04:37:52.155,0.4,0.0,0.0,0.0,0,2663,7.91,-12.57
2026-07-11 04:37:52.680,0.4,0.0,0.0,0.0,0,2664,7.91,-12.58
2026-07-11 04:37:53.177,0.4,0.0,0.0,0.0,0,2663,7.91,-12.57
2026-07-11 04:37:53.655,0.4,0.0,0.0,0.0,0,2664,7.91,-12.58
2026-07-11 04:37:54.195,0.4,0.0,0.0,4.0,0,2667,7.91,-12.63
2026-07-11 04:37:54.702,0.4,0.0,0.0,58.0,0,2665,7.91,-12.60
2026-07-11 04:37:55.175,0.4,0.0,0.0,16.0,0,2665,7.91,-12.60
2026-07-11 04:37:55.653,0.4,0.0,0.0,38.0,0,2665,7.91,-12.60
2026-07-11 04:37:56.153,0.4,0.0,0.0,12.0,0,2662,7.91,-12.55
2026-07-11 04:37:56.680,0.4,0.0,0.0,2.0,0,2662,7.91,-12.55
2026-07-11 04:37:57.159,0.4,0.0,0.0,0.0,0,2666,7.91,-12.61
2026-07-11 04:37:57.693,0.4,0.0,0.0,0.0,0,2153,7.91,-5.10
2026-07-11 04:37:58.151,0.4,0.0,0.0,0.0,0,2664,7.91,-12.58
2026-07-11 04:37:58.713,0.4,0.0,0.0,0.0,0,2664,7.91,-12.58
2026-07-11 04:37:59.274,0.4,0.0,0.0,0.0,0,2152,7.91,-5.08
2026-07-11 04:37:59.687,0.4,0.0,0.0,0.0,0,2665,7.91,-12.60
2026-07-11 04:38:00.168,0.4,0.0,0.0,0.0,0,2665,7.91,-12.60
2026-07-11 04:38:00.679,0.4,0.0,0.0,0.0,0,2152,7.91,-5.08
2026-07-11 04:38:01.147,0.4,0.0,0.0,0.0,0,2662,7.91,-12.55
2026-07-11 04:38:01.703,0.4,0.0,2.0,0.0,0,2665,7.91,-12.60
2026-07-11 04:38:02.206,0.4,0.0,2.0,0.0,0,2666,7.91,-12.61
2026-07-11 04:38:02.690,0.4,0.0,2.0,0.0,0,2662,7.91,-12.55
2026-07-11 04:38:03.188,0.4,0.0,2.0,0.0,0,2664,7.91,-12.58
2026-07-11 04:38:03.690,0.4,0.0,2.0,0.0,0,2666,7.91,-12.61
2026-07-11 04:38:04.187,0.4,0.0,2.0,0.0,0,2667,7.91,-12.63
2026-07-11 04:38:04.672,0.4,0.0,0.0,0.0,0,2665,7.91,-12.60
2026-07-11 04:38:05.168,0.4,0.0,0.0,0.0,0,2667,7.91,-12.63
2026-07-11 04:38:05.668,0.4,0.0,0.0,0.0,0,2153,7.91,-5.10
