timestamp,airspeed_mps,wind_combined_mps,wind1_mps,wind2_mps,pot1,pot2,steer_x_deg,steer_y_deg
2026-07-11 04:38:08.821,0.4,0.0,0.0,0.0,0,2152,7.91,-5.08
2026-07-11 04:38:09.320,0.4,0.0,0.0,0.0,0,2152,7.91,-5.08
2026-07-11 04:38:09.823,0.4,0.0,0.0,0.0,0,2665,7.91,-12.60
2026-07-11 04:38:10.316,0.4,0.0,0.0,0.0,0,2153,7.91,-5.10
2026-07-11 04:38:10.840,0.4,0.0,0.0,0.0,0,2664,7.91,-12.58
2026-07-11 04:38:11.336,0.4,0.0,0.0,0.0,0,2153,7.91,-5.10
2026-07-11 04:38:11.815,0.4,0.0,0.0,0.0,0,2153,7.91,-5.10
2026-07-11 04:38:12.358,0.4,0.0,0.0,0.0,0,2152,7.91,-5.08
2026-07-11 04:38:12.836,0.4,0.0,0.0,0.0,0,2152,7.91,-5.08
2026-07-11 04:38:13.368,0.4,0.0,0.0,0.0,0,2152,7.91,-5.08
2026-07-11 04:38:13.846,0.4,0.0,0.0,0.0,0,2665,7.91,-12.60
2026-07-11 04:38:14.342,0.4,0.0,0.0,0.0,0,2152,7.91,-5.08
2026-07-11 04:38:14.843,0.4,0.0,0.0,0.0,0,2152,7.91,-5.08
2026-07-11 04:38:15.328,0.4,0.0,0.0,0.0,0,2152,7.91,-5.08
2026-07-11 04:38:15.847,0.4,0.0,0.0,0.0,0,2152,7.91,-5.08
2026-07-11 04:38:16.325,0.4,0.0,0.0,0.0,0,2152,7.91,-5.08
2026-07-11 04:38:16.827,0.4,0.0,0.0,0.0,0,2153,7.91,-5.10
2026-07-11 04:38:17.328,0.4,0.0,2.0,0.0,0,2152,7.91,-5.08
2026-07-11 04:38:17.857,0.4,0.0,0.0,0.0,0,2152,7.91,-5.08
2026-07-11 04:38:18.327,0.4,0.0,4.0,0.0,0,2152,7.91,-5.08
2026-07-11 04:38:18.854,0.4,0.0,2.0,0.0,0,2153,7.91,-5.10
2026-07-11 04:38:19.320,0.4,0.0,0.0,0.0,0,2152,7.91,-5.08
2026-07-11 04:38:19.832,0.4,0.0,4.0,0.0,0,2152,7.91,-5.08
2026-07-11 04:38:20.329,0.4,0.0,4.0,0.0,0,2152,7.91,-5.08
2026-07-11 04:38:20.830,0.4,0.0,4.0,0.0,0,2153,7.91,-5.10
2026-07-11 04:38:21.333,0.4,0.0,0.0,0.0,0,2153,7.91,-5.10
2026-07-11 04:38:21.833,0.4,0.0,0.0,0.0,0,2152,7.91,-5.08
2026-07-11 04:38:22.377,0.4,0.0,0.0,0.0,5,2153,7.84,-5.10
2026-07-11 04:38:22.875,0.4,0.0,0.0,0.0,3,2152,7.87,-5.08
